Player Name,matches,Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Pitch Type,Ball type,date,bowler,dismissal shot ,dissmissal bowl line and length
dhananjaya de silva,1,4,20,12,1,0,33.33,4,caught,1,v England,Bristol,,,4-Jul-21,,,
dhananjaya de silva,1,29*,60,36,1,0,80.55,7,not out,1,v India,Leeds,,,6-Jul-19,,,
dhananjaya de silva,1,14,32,27,1,0,51.85,4,caught,1,v India,Colombo (RPS),,,18-Jul-21,,,
dhananjaya de silva,1,32,52,45,1,0,71.11,4,caught,1,v India,Colombo (RPS),,,20-Jul-21,,,
dhananjaya de silva,1,2,10,9,0,0,22.22,4,caught,2,v India,Colombo (RPS),,,23-Jul-21,,,
dhananjaya de silva,1,47,40,40,9,0,117.5,5,caught,2,v India,Guwahati,,,10-Jan-23,,,
dhananjaya de silva,1,0,4,1,0,0,0,4,bowled,1,v India,Eden Gardens,,,12-Jan-23,,,
dhananjaya de silva,1,41,84,66,5,0,62.12,6,caught,2,v India,Colombo (RPS),,,12-Sep-23,,,
dhananjaya de silva,1,4,2,2,1,0,200,6,caught,1,v India,Colombo (RPS),,,17-Sep-23,,,
dhananjaya de silva,1,3*,-,3,0,0,100,9,not out,1,v Ireland,Dublin (Malahide),,,16-Jun-16,,,
dhananjaya de silva,1,42*,65,35,4,1,120,6,not out,1,v Ireland,Bulawayo,,,25-Jun-23,,,
dhananjaya de silva,1,93,159,111,8,2,83.78,6,caught,1,v Netherlands,Bulawayo,,,30-Jun-23,,,
dhananjaya de silva,1,4,16,8,0,0,50,6,bowled,1,v Netherlands,Harare,,,9-Jul-23,,,
dhananjaya de silva,1,30,57,37,1,2,81.08,6,bowled,2,v Netherlands,Lucknow,,,21-Oct-23,,,
dhananjaya de silva,1,36,-,29,5,1,124.13,2,lbw,2,v New Zealand,Nelson,,,8-Jan-19,,,
dhananjaya de silva,1,4,15,13,1,0,30.76,5,lbw,1,v New Zealand,Cardiff,,,1-Jun-19,,,
dhananjaya de silva,1,13,19,21,2,0,61.9,6,caught,1,v New Zealand,Hamilton,,,31-Mar-23,,,
dhananjaya de silva,1,19,36,24,2,1,79.16,7,caught,1,v New Zealand,Bengaluru,,,9-Nov-23,,,
dhananjaya de silva,1,1,6,6,0,0,16.66,6,caught,1,v Pakistan,Cardiff,,,12-Jun-17,,,
dhananjaya de silva,1,5,17,7,0,0,71.42,7,caught,2,v Pakistan,Colombo (RPS),,,14-Sep-23,,,
dhananjaya de silva,1,25,47,34,3,0,73.52,6,caught,1,v Pakistan,Hyderabad,,,10-Oct-23,,,
dhananjaya de silva,1,7,-,10,0,0,70,7,caught,1,v Scotland,Edinburgh,,,21-May-19,,,
dhananjaya de silva,1,23,38,31,2,0,74.19,6,bowled,1,v Scotland,Bulawayo,,,27-Jun-23,,,
dhananjaya de silva,1,28,77,53,1,0,52.83,6,caught,1,v South Africa,Gqeberha,,,28-Jan-17,,,
dhananjaya de silva,1,1,5,5,0,0,20,5,stumped,2,v South Africa,Durban,,,1-Feb-17,,,
dhananjaya de silva,1,16,24,25,2,0,64,5,caught,1,v South Africa,Johannesburg,,,4-Feb-17,,,
dhananjaya de silva,1,5,18,14,0,0,35.71,5,lbw,2,v South Africa,Cape Town,,,7-Feb-17,,,
dhananjaya de silva,1,11,30,19,1,0,57.89,5,bowled,2,v South Africa,Centurion,,,10-Feb-17,,,
dhananjaya de silva,1,84,-,66,8,3,127.27,7,caught,2,v South Africa,Pallekele,,,5-Aug-18,,,
dhananjaya de silva,1,10,-,10,2,0,100,6,caught,1,v South Africa,Pallekele,,,8-Aug-18,,,
dhananjaya de silva,1,30,-,41,1,1,73.17,6,caught,1,v South Africa,Colombo (RPS),,,12-Aug-18,,,
dhananjaya de silva,1,39,73,52,3,0,75,6,stumped,1,v South Africa,Johannesburg,,,3-Mar-19,,,
dhananjaya de silva,1,15,27,26,2,0,57.69,6,caught,2,v South Africa,Centurion,,,6-Mar-19,,,
dhananjaya de silva,1,22,61,46,2,0,47.82,7,caught,1,v South Africa,Gqeberha,,,13-Mar-19,,,
dhananjaya de silva,1,12,14,12,2,0,100,8,caught,1,v South Africa,Cape Town,,,16-Mar-19,,,
dhananjaya de silva,1,24,54,41,2,0,58.53,6,bowled,1,v South Africa,Chester-le-Street,,,28-Jun-19,,,
dhananjaya de silva,1,44,74,62,5,0,70.96,4,stumped,1,v South Africa,Colombo (RPS),,,2-Sep-21,,,
dhananjaya de silva,1,12,46,24,0,0,50,4,caught,2,v South Africa,Colombo (RPS),,,4-Sep-21,,,
dhananjaya de silva,1,31,56,44,2,0,70.45,4,caught,1,v South Africa,Colombo (RPS),,,7-Sep-21,,,
dhananjaya de silva,1,11,28,14,1,0,78.57,6,caught,2,v South Africa,Delhi,,,7-Oct-23,,,
dhananjaya de silva,1,5,-,5,0,0,100,7,lbw,1,v U.A.E.,Bulawayo,,,19-Jun-23,,,
dhananjaya de silva,1,3,16,10,0,0,30,1,caught,2,v West Indies,Harare,,,16-Nov-16,,,
dhananjaya de silva,1,58,83,60,7,0,96.66,1,caught,1,v West Indies,Bulawayo,,,23-Nov-16,,,
dhananjaya de silva,1,6*,5,3,1,0,200,8,not out,1,v West Indies,Chester-le-Street,,,1-Jul-19,,,
dhananjaya de silva,1,18,-,29,2,0,62.06,6,caught,2,v West Indies,Colombo (SSC),,,22-Feb-20,,,
dhananjaya de silva,1,12,-,5,2,0,240,7,bowled,1,v West Indies,Hambantota,,,26-Feb-20,,,
dhananjaya de silva,1,51,-,47,5,0,108.51,6,caught,1,v West Indies,Pallekele,,,1-Mar-20,,,
dhananjaya de silva,1,78*,103,75,12,0,104,1,not out,2,v Zimbabwe,Harare,,,14-Nov-16,,,
dhananjaya de silva,1,0,1,1,0,0,0,1,lbw,2,v Zimbabwe,Bulawayo,,,27-Nov-16,,,
